ARG-group,ReadCount,16s-NormalizedReadCount,Sample
PBP_2X,1406,0.0234708260111,D17181754
VIBRIO_CHOLERAE_VARG,19,0.000609948700911,D17181754
LMRD,253,0.0047848337032,D17181754
LMRC,141,0.00308622369002,D17181754
MPHA,6878,0.286088231211,D17181754
MRX,7737,0.235114653627,D17181754
EFMA,240,0.00702056055156,D17181754
APH_6__I,38,0.00178857137861,D17181754
MEXI,4,4.86686089418e-05,D17181754
MDTK,10802,0.285318641819,D17181754
MEFE,2,6.21339933016e-05,D17181754
ESCHERICHIA_COLI_MDFA,142,0.00433619500083,D17181754
CLASS_C,9497,0.304878042766,D17181754
MTRA,19,0.00104333330419,D17181754
MEFA,1188,0.0367253323075,D17181754
MTRC,1,3.03883486657e-05,D17181754
VIBRIO_CHOLERAE_OMPT,32,0.00116465113026,D17181754
MDTO,13725,0.251591501025,D17181754
METALLO_BETA_LACTAMASE,343,0.0148081375174,D17181754
MSRC,344,0.00875382089369,D17181754
AMRB,1,1.19808609094e-05,D17181754
MTRR,1,6.95555536127e-05,D17181754
APH_2____IF,1,4.21548809774e-05,D17181754
MSRE,18,0.00045898165724,D17181754
QNRS5,50,0.00287155955282,D17181754
ABES,1,0.000114862382113,D17181754
AADA25,239,0.0113774901765,D17181754
QNRS6,9,0.000516880719507,D17181754
QNRS9,2343,0.134561280645,D17181754
QNRS8,494,0.0283710083818,D17181754
CAMP_REGULATORY_PROTEIN,4967,0.381514345171,D17181754
ROSA,5010,0.15298828841,D17181754
AAC_6___IE_APH_2____IA,12,0.000313653435915,D17181754
TET_W_N_W_,3,5.87793410811e-05,D17181754
ROSB,7514,0.17325097122,D17181754
YOJI,8368,0.191530817319,D17181754
DFRA21,7,0.000531151500315,D17181754
DFRA22,40,0.00303515143037,D17181754
DFRE,5,0.000381707306411,D17181754
DFRG,101,0.00766375736169,D17181754
FLOR,79,0.0024482177534,D17181754
DFRK,4,0.000307239255222,D17181754
MGRB,991,0.263985524541,D17181754
UGD,4465,0.144076800099,D17181754
MDTC,208,0.00254064383147,D17181754
MDTB,145,0.00174557687432,D17181754
MDTA,1273,0.0384047218188,D17181754
MDTG,6664,0.207545466839,D17181754
MDTF,21765,0.2627751132,D17181754
MDTE,8877,0.288675420508,D17181754
MDTD,6233,0.165683986879,D17181754
ESCHERICHIA_COLI_MIPA,3518,0.177602253104,D17181754
MDTH,5823,0.181353129263,D17181754
CPXA,10301,0.282206819251,D17181754
MDTN,7356,0.268504715532,D17181754
MDTM,9798,0.299197455057,D17181754
MDTL,8634,0.276464647009,D17181754
TETB_60_,93,0.00201098439979,D17181754
VANS,960,0.0268885898529,D17181754
VANR,2,0.000109344975112,D17181754
SMEB,1,1.19351760251e-05,D17181754
TETC,2,0.000127106595434,D17181754
BCRA,1,4.0517798221e-05,D17181754
APH_3___I,7940,0.366822129975,D17181754
BLEOMYCIN_RESISTANCE_PROTEIN,11,0.00149695647992,D17181754
EFRB,262,0.00906143621098,D17181754
EFRA,184,0.00474985553743,D17181754
TEM,15452,0.688466315289,D17181754
EMRY,8249,0.201713822491,D17181754
TETA_60_,51,0.00110279789666,D17181754
BAER,3922,0.204597660952,D17181754
BAES,7258,0.194582778291,D17181754
EMRR,3659,0.260287947275,D17181754
EMRB_QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,489,0.0127282324927,D17181754
PMRF,5018,0.195109808215,D17181754
DFRA12,4432,0.336294778485,D17181754
DFRA13,31,0.00235224235854,D17181754
EMRK,7142,0.231053843675,D17181754
EMRA,6005,0.192775892051,D17181754
EMRB,9181,0.224504134354,D17181754
EMRD,8729,0.277378367887,D17181754
EMRE,2985,0.298977591649,D17181754
TETA_48_,1,3.65014567064e-05,D17181754
APH_3____I,35,0.00161102936676,D17181754
ERMB,195,0.00996489768083,D17181754
ERMF,11,0.00051774434644,D17181754
ERMG,1,5.13114739766e-05,D17181754
HMRM,6,0.000161896547202,D17181754
FOSX,5,0.000470676678582,D17181754
ERMX,33,0.00163304343265,D17181754
TETW,13,0.000254710478018,D17181754
DFRA1,16,0.00127592353124,D17181754
ERMT,59,0.00302737696462,D17181754
APH_3_____III,120,0.00569090893195,D17181754
ESCHERICHIA_COLI_LAMB,10722,0.300985283072,D17181754
OPMH,1,2.59751030089e-05,D17181754
MAJOR_FACILITATOR_SUPERFAMILY_TRANSPORTER,7,0.000225295623527,D17181754
TETQ,49,0.000933759486855,D17181754
TETS,2,3.88819864916e-05,D17181754
TETR,5,0.000300961530055,D17181754
TETU,288,0.0487264851254,D17181754
SUL1,7391,0.326979920195,D17181754
SUL2,53,0.00244856081721,D17181754
OXA,476,0.021592463165,D17181754
QACH,3272,0.372413080506,D17181754
TETM,1528,0.029938277724,D17181754
SERRATIA_MARCESCENS_OMP1,256,0.00856983933281,D17181754
PENA,508,0.0102089242734,D17181754
VIBRIO_CHOLERAE_OMPU,10,0.000356695146732,D17181754
QNRS,490,0.0277592752427,D17181754
SAT_4,37,0.00257355548367,D17181754
KDPE,5279,0.293747014017,D17181754
TETD,4,0.000127106595434,D17181754
SDIA,3493,0.182218161577,D17181754
AADA,13834,0.658561502517,D17181754
CAT_CHLORAMPHENICOL_ACETYLTRANSFERASE,12,0.000698790678155,D17181754
AADE,305,0.0161122358369,D17181754
BICYCLOMYCIN_MULTIDRUG_EFFLUX_PROTEIN_BCR,6252,0.197664236903,D17181754
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA,5774,0.264800285644,D17181754
TETA,46627,1.38992862784,D17181754
TAEA,4,7.72839484585e-05,D17181754
TETL,107,0.00292497808424,D17181754
LSAC,38,0.000966991842908,D17181754
TET37,5,0.000579629613439,D17181754
KLEBSIELLA_PNEUMONIAE_OMPK37,2567,0.0859327248724,D17181754
TET35,11,0.000373224921824,D17181754
TET34,523,0.0425192195915,D17181754
TET32,19,0.00037226916018,D17181754
TETA_46_,962,0.0209829959296,D17181754
TETB_46_,970,0.0210110720775,D17181754
MARA,1934,0.190658892312,D17181754
MEL,1448,0.0372257895146,D17181754
ANT_3____IIA,2,9.55725164143e-05,D17181754
ARNA,6427,0.12154990597,D17181754
TETO,9,0.000176338023243,D17181754
MTRD,2,2.34676656987e-05,D17181754
GADW,6380,0.330072718053,D17181754
DFRA16,1,7.97452207024e-05,D17181754
CAZ,2,8.75524451068e-05,D17181754
PATA,8350,0.227760342222,D17181754
PATB,940,0.0303319579156,D17181754
DNA_BINDING_TRANSCRIPTIONAL_REGULATOR_GADX,7544,0.344711231247,D17181754
AAC_6___IB7,17,0.000815478904424,D17181754
CMEB,7,8.42692284153e-05,D17181754
MEF_B_,6655,0.20371784272,D17181754
MEXX,7318,0.231367064244,D17181754
MEXW,9,0.000110687619698,D17181754
RLMA_II_,658,0.0292133325173,D17181754
CFXA2,36,0.00140411211031,D17181754
MEXQ,1,1.18898382244e-05,D17181754
ADEF,1,1.18224737019e-05,D17181754
EVGS,20457,0.213969618083,D17181754
TWO_COMPONENT_SYSTEM_RESPONSE_REGULATOR_EVGA,1,5.99043045468e-05,D17181754
MEXK,8,9.77170704412e-05,D17181754
ADEB,1,1.20849417474e-05,D17181754
ADEC,309,0.00824878441777,D17181754
MEXF,3,3.53672306505e-05,D17181754
TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,5687,0.306901887979,D17181754
MEXD,2,2.40076695116e-05,D17181754
MEXE,1169,0.0368661954438,D17181754
ADEH,1,2.59213243277e-05,D17181754
ADEJ,34,0.00040234403413,D17181754
ADEK,1,2.58677678725e-05,D17181754
OQXA,1,3.20204594636e-05,D17181754
CMLA,10170,0.303886387693,D17181754
AAC_6___I,121,0.00827825113488,D17181754
MEXB,466,0.00557774363005,D17181754
MDTP,10496,0.269282615429,D17181754
MACB,9300,0.180801237186,D17181754
MACA,5917,0.199678808439,D17181754
AADA13,98,0.00463003760652,D17181754
OMP36,230,0.00767893311884,D17181754
SMER,3,0.000164017462667,D17181754
BIFUNCTIONAL_AMINOGLYCOSIDE_N_ACETYLTRANSFERASE_AND_AMINOGLYCOSIDE_PHOSPHOTRANSFERASE,154,0.0039268430675,D17181754
PBP_1B,1306,0.0199161017579,D17181754
ACRS,5081,0.289155082832,D17181754
CATB,8,0.00047695236763,D17181754
PBP_1A,1701,0.0296196375593,D17181754
RPOB2,2481,0.0267315999418,D17181754
ANT_2____I,2,0.000126464642932,D17181754
LSA,57,0.00143301200816,D17181754
DNA_BINDING_PROTEIN_H_NS,2018,0.18441868098,D17181754
ACRB,23614,0.283730587084,D17181754
CATQ,7,0.000400182637224,D17181754
ACRA,6670,0.209294229743,D17181754
ACRF,17303,0.209510206914,D17181754
ANT_3____IH_AAC_6___IID,1,2.70410359617e-05,D17181754
ACRD,12226,0.147608019021,D17181754
KLEBSIELLA_PNEUMONIAE_OMPK36,132,0.00450310614124,D17181754
BACTERIAL_REGULATORY_PROTEIN_LUXR,3929,0.241132738362,D17181754
TOLC,9482,0.239827548856,D17181754
OMPR,178,0.00735058328039,1356500
BACA,209,0.00720809142028,1356500
CTX_M,8,0.000258841343361,1356500
VGAC,9,0.00111497611556,1356500
COB_I_ALAMIN_ADENOLSYLTRANSFERASE,453,0.0217609964323,1356500
OMPF,415,0.0111321135438,1356500
CHLORAMPHENICOL_EXPORTER,576,0.0114173554234,1356500
SAT_2,27,0.00146100318591,1356500
MACA,152,0.0038575034702,1356500
EPTA,222,0.00382122222665,1356500
MSBA,1681,0.0271945186369,1356500
MEXW,406,0.00375504289695,1356500
MULTIDRUG_ABC_TRANSPORTER,4,6.51581582337e-05,1356500
QNRB23,2,8.33217156174e-05,1356500
QNRB27,3,0.000131990942029,1356500
QNRB26,1,4.16608578087e-05,1356500
PORIN_OMPC,53,0.00135971050363,1356500
MDFA,169,0.0038809629345,1356500
PBP_2X,39,0.000489598400968,1356500
VIBRIO_CHOLERAE_VARG,6210,0.149921403847,1356500
LMRD,37,0.000526235790025,1356500
LMRC,12,0.000197524906254,1356500
RAMA,2,0.000151860546206,1356500
MPHA,131,0.00409771214712,1356500
MRX,109,0.00249095527005,1356500
AXYY,1,9.00990800456e-06,1356500
MPHD,67,0.00214567588075,1356500
APH_6__I,5874,0.207916498502,1356500
MEXI,73,0.000667950274177,1356500
QEPA,20,0.000368507000578,1356500
FOSA6,3,0.000203209076218,1356500
FOSA5,1,6.77363587393e-05,1356500
ESCHERICHIA_COLI_MDFA,1,2.29642777189e-05,1356500
MTRE,5,0.000100806786561,1356500
CLASS_C,134,0.0032350190202,1356500
CLASS_A,2,6.27690257651e-05,1356500
MEFA,73,0.00169708847439,1356500
VIBRIO_CHOLERAE_OMPT,6861,0.187787043216,1356500
MDTO,226,0.00311547580298,1356500
METALLO_BETA_LACTAMASE,1,3.24667374647e-05,1356500
ROSA,116,0.0026638562154,1356500
ROSB,184,0.00319046981789,1356500
QNRD2,3,0.000131990942029,1356500
VIBRIO_CHOLERAE_OMPU,4164,0.111696676618,1356500
MSRE,89,0.0017066527372,1356500
MTRD,10,8.8241367055e-05,1356500
QNRS9,3,0.000129569089882,1356500
CAMP_REGULATORY_PROTEIN,4620,0.266864631014,1356500
CMX,3,7.41366446045e-05,1356500
YOJI,167,0.00287452302635,1356500
ESCHERICHIA_COLI_MIPA,68,0.0025816292855,1356500
DFRF,1,5.74106942974e-05,1356500
LSA,6,0.000113437998371,1356500
FLOR,7025,0.163719952723,1356500
LSAC,16,0.000306190369586,1356500
UGD,1543,0.0374430180756,1356500
MDTC,46,0.000422542710029,1356500
MDTB,30,0.000271596746099,1356500
MDTA,48,0.00108900478436,1356500
MDTG,155,0.00363029813194,1356500
MDTF,411,0.00373163976704,1356500
MDTE,159,0.00388841886883,1356500
MDTD,130,0.00259871762722,1356500
MDTK,4633,0.0920281317626,1356500
MDTH,168,0.00393477474945,1356500
CPXA,202,0.00416171002338,1356500
MDTN,121,0.00332145136337,1356500
MDTM,196,0.00450099843291,1356500
MDTL,161,0.0038769104149,1356500
VANS,26,0.000547649218085,1356500
VANR,1,4.11150823789e-05,1356500
VANU,1,0.00012553805153,1356500
SHV,8,0.000263366541672,1356500
AAC_6___II,7,0.000341489518411,1356500
BCRA,1,3.04704008568e-05,1356500
EFRB,150,0.00390138972297,1356500
EFRA,45,0.000873589533844,1356500
EMRY,178,0.00327330661705,1356500
CATA,5,0.000214962417004,1356500
BAER,80,0.00313845128826,1356500
BAES,157,0.003165333098,1356500
DFRA14,5,0.00029985203391,1356500
AMPC,85,0.00210053826379,1356500
EMRR,75,0.00401222465828,1356500
DFRA17,3,0.000179911220346,1356500
EMRB_QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,41,0.000802556150635,1356500
PMRF,113,0.00330414592149,1356500
DFRA12,4,0.000228251002782,1356500
EMRK,154,0.0037466782821,1356500
EMRA,227,0.00548021878795,1356500
EMRB,279,0.00513063228178,1356500
EMRD,171,0.00408635916466,1356500
EMRE,32,0.00241033058938,1356500
TETA_48_,7,0.000192150078873,1356500
APH_3____I,4394,0.152099503242,1356500
ERMB,70,0.00269010110422,1356500
ERMC,6,0.000231525095035,1356500
ERMF,149,0.00527401400696,1356500
HMRM,1,2.02917109154e-05,1356500
MGRB,22,0.00440718691542,1356500
ERMX,18,0.000669867073383,1356500
TET40,20,0.00046381053521,1356500
CHLORAMPHENICOL_AND_FLORFENICOL_EXPORTER,1,1.982179761e-05,1356500
DFRA1,3230,0.193704413906,1356500
DFRA7,3,0.000179911220346,1356500
ERMT,2,7.71750316784e-05,1356500
DFRA5,71,0.00313845128826,1356500
ESCHERICHIA_COLI_LAMB,204,0.00430657441348,1356500
TETX,5,0.00012196054229,1356500
TEM,23,0.000770651739821,1356500
QNRB62,4,0.000166643431235,1356500
TETQ,683,0.00978795538757,1356500
QNRB,5,0.000218961717785,1356500
TETR,39,0.00176537884964,1356500
QNRB69,2,8.7993961353e-05,1356500
SUL1,78,0.0025950445281,1356500
SUL2,5070,0.176147026178,1356500
OXA,100,0.00341136009593,1356500
TETM,138,0.00203336280648,1356500
TETL,7,0.000143902788326,1356500
PENA,23,0.000347597333691,1356500
TETA,214,0.00479734696919,1356500
TETC,38,0.00181615962874,1356500
TETB,11,0.000230153094472,1356500
KDPE,90,0.00376614154591,1356500
TETD,19,0.000454039907184,1356500
SDIA,80,0.00313845128826,1356500
AADA,37,0.00132459350949,1356500
CAT_CHLORAMPHENICOL_ACETYLTRANSFERASE,2672,0.117013141984,1356500
AADE,5,0.000198636157485,1356500
BICYCLOMYCIN_MULTIDRUG_EFFLUX_PROTEIN_BCR,128,0.00304334670376,1356500
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA,1215,0.0419034979696,1356500
TAEA,3,4.35896012258e-05,1356500
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,33,0.00141875195223,1356500
TET37,45,0.00392306411032,1356500
TET35,3425,0.0873918346526,1356500
TET34,2858,0.174734294451,1356500
TET32,11,0.000162079643994,1356500
TETA_46_,34,0.00055770388746,1356500
TETB_46_,25,0.00040723848896,1356500
MARA,50,0.00370683223022,1356500
MEL,71,0.00137266965996,1356500
QNRB71,2,8.7993961353e-05,1356500
ARNA,177,0.00251739823877,1356500
TETO,14,0.000206283183266,1356500
DFRA15,10,0.000599704067819,1356500
GADW,108,0.00420189346031,1356500
DFRA16,64,0.00383810603404,1356500
FARA,2,4.9038301379e-05,1356500
FARB,4,7.41366446045e-05,1356500
MUXB,1,9.02718491349e-06,1356500
PATA,214,0.00438972925285,1356500
PATB,37,0.000897855909784,1356500
DNA_BINDING_TRANSCRIPTIONAL_REGULATOR_GADX,115,0.00395169961477,1356500
AAC_6___IB7,1,3.60741527386e-05,1356500
CMEB,18,0.000162958047659,1356500
SERRATIA_MARCESCENS_OMP1,21,0.000528669602032,1356500
MEXX,125,0.00297201826539,1356500
CFXA6,229,0.00651394572517,1356500
RLMA_II_,7,0.000233714457636,1356500
CFXA3,5,0.000146656602255,1356500
CFXA2,252,0.00739149275365,1356500
EVGS,420,0.00330363293501,1356500
ADEB,1,9.08817940614e-06,1356500
ADEC,5,0.000100376906874,1356500
TOLC,8131,0.154659075302,1356500
TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,5522,0.22410165535,1356500
MEXE,29,0.000687771441003,1356500
MEXB,21,0.000189027180841,1356500
ADEJ,5,4.44960012513e-05,1356500
OQXA,9,0.000216721700212,1356500
OQXB,30,0.000269010110422,1356500
ACRD,313,0.00284185704886,1356500
TETW,82,0.00120823007341,1356500
SMEF,1,1.98636157485e-05,1356500
SMEE,13,0.00011769192331,1356500
SMEB,4,3.59022073013e-05,1356500
DHA,34,0.000844649159372,1356500
MDTP,179,0.00345358266761,1356500
MACB,245,0.00358192810073,1356500
ACI_1,11,0.000364679198987,1356500
AAC_3__II,7,0.000230445723963,1356500
OMP36,15,0.000376614154591,1356500
PBP_1B,48,0.00055047135872,1356500
ACRS,91,0.00389453273497,1356500
CATB,1206,0.0540710321948,1356500
PBP_1A,140,0.0018333095147,1356500
RPOB2,1756,0.0142283660814,1356500
QNRB33,2,8.7993961353e-05,1356500
QNRB31,1,4.16608578087e-05,1356500
DNA_BINDING_PROTEIN_H_NS,3010,0.206862884182,1356500
ACRB,593,0.00535825800557,1356500
ACRA,155,0.00365759360661,1356500
ACRF,329,0.00299579441152,1356500
KLEBSIELLA_PNEUMONIAE_OMPK37,78,0.00196362995041,1356500
KLEBSIELLA_PNEUMONIAE_OMPK36,8,0.000205239321303,1356500
BACTERIAL_REGULATORY_PROTEIN_LUXR,71,0.0032769123745,1356500
OMPR,241,0.0132224145044,1299650
BACA,135,0.00618585439858,1299650
CTX_M,2,8.59736922903e-05,1299650
COB_I_ALAMIN_ADENOLSYLTRANSFERASE,341,0.0217634067848,1299650
OMPF,433,0.0154315429482,1299650
CHLORAMPHENICOL_EXPORTER,550,0.0144843046853,1299650
SAT_2,71,0.00510431740348,1299650
PGPB,4,0.000212019868275,1299650
MIR,1,3.283247304e-05,1299650
EPTA,260,0.00594585882878,1299650
MSBA,1389,0.0298543646478,1299650
RBPA,1,0.000109729580949,1299650
MEXW,311,0.00382156440372,1299650
MULTIDRUG_ABC_TRANSPORTER,4,8.65686659394e-05,1299650
QNRB27,1,5.84540758329e-05,1299650
QNRB26,1,5.5350319594e-05,1299650
PORIN_OMPC,59,0.00201101133914,1299650
MDFA,215,0.00655968787578,1299650
PBP_2X,11,0.000183467859348,1299650
FOSA,1,9.2660535024e-05,1299650
VIBRIO_CHOLERAE_VARG,4949,0.158738188096,1299650
LMRC,1,2.18691822172e-05,1299650
RAMA,5,0.000504402105977,1299650
MPHA,3,0.000124676135165,1299650
MRX,7,0.000212534479606,1299650
MPHD,9,0.000382933843722,1299650
APH_6__I,5377,0.252863981471,1299650
MDTK,3611,0.0952966685995,1299650
ESCHERICHIA_COLI_MDFA,5,0.000152550880832,1299650
MTRE,1,2.67862360348e-05,1299650
CLASS_C,204,0.00654325931939,1299650
CLASS_A,5,0.000208486203804,1299650
MTRA,1,5.48647904747e-05,1299650
MEFA,21,0.000648623745168,1299650
MTRC,1,3.03620685151e-05,1299650
VIBRIO_CHOLERAE_OMPT,5207,0.189346685443,1299650
MDTO,308,0.00564103227862,1299650
MSRE,4,0.000101907716727,1299650
ROSA,110,0.00335611937831,1299650
ROSB,194,0.00446920702077,1299650
MTRR,1,6.9495401268e-05,1299650
TETW,31,0.000606861250509,1299650
MTRD,4,4.68947412493e-05,1299650
AADA25,2,9.51267850056e-05,1299650
QNRS9,1,5.73815239828e-05,1299650
CAMP_REGULATORY_PROTEIN,4186,0.321247821763,1299650
CMX,3,9.849741912e-05,1299650
YOJI,238,0.00544274769711,1299650
ESCHERICHIA_COLI_MIPA,83,0.00418653747961,1299650
FLOR,6669,0.206494231659,1299650
LSAC,4,0.000101700587221,1299650
UGD,1165,0.0375597568193,1299650
MDTC,4,4.88162818663e-05,1299650
MDTB,13,0.000156364652853,1299650
MDTA,39,0.00117556076362,1299650
MDTG,165,0.00513436173547,1299650
MDTF,481,0.00580222935563,1299650
MDTE,209,0.00679069349533,1299650
MDTD,174,0.00462122286139,1299650
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,1,4.35859659521e-05,1299650
MDTH,147,0.00457424954615,1299650
CPXA,205,0.00561133546343,1299650
MDTN,153,0.00557989315137,1299650
MDTM,205,0.00625458611412,1299650
MDTL,225,0.00719837276561,1299650
TETB_60_,1,2.1604787959e-05,1299650
EFRB,3,0.000103667173162,1299650
EFRA,1,2.57921076871e-05,1299650
TEM,195,0.00868074229362,1299650
EMRY,179,0.00437332388448,1299650
BAER,117,0.00609822146127,1299650
BAES,198,0.00530367473489,1299650
DFRA14,1,7.96762562308e-05,1299650
AMPC,4,0.00013132989216,1299650
EMRR,103,0.00732070874721,1299650
PMRF,115,0.00446756151009,1299650
EMRK,160,0.00517175079204,1299650
EMRA,215,0.00689608212582,1299650
EMRB,218,0.00532617098781,1299650
EMRD,193,0.00612758944175,1299650
APH_3____I,4156,0.191132793311,1299650
ERMB,1,5.10578458296e-05,1299650
ERMC,1,5.12670992961e-05,1299650
ERMF,57,0.00268053690605,1299650
HMRM,3,8.08782687171e-05,1299650
MGRB,27,0.00718612021622,1299650
ERMX,15,0.000741650527366,1299650
TET40,2,6.16215380701e-05,1299650
CHLORAMPHENICOL_AND_FLORFENICOL_EXPORTER,1,2.63350994279e-05,1299650
DFRA1,2828,0.225324452621,1299650
DFRA5,51,0.0029951539138,1299650
ESCHERICHIA_COLI_LAMB,234,0.00656310829912,1299650
TETX,47,0.00152313755111,1299650
TETZ,2,6.51519386887e-05,1299650
MAJOR_FACILITATOR_SUPERFAMILY_TRANSPORTER,2,6.43145101709e-05,1299650
TETQ,42,0.000799673110481,1299650
SUL1,4,0.000176808088032,1299650
SUL2,4677,0.215887079378,1299650
OXA,1525,0.0691177088698,1299650
TETM,40,0.000783046774851,1299650
SERRATIA_MARCESCENS_OMP1,25,0.000836174614187,1299650
PENA,13,0.000261026065758,1299650
VIBRIO_CHOLERAE_OMPU,3470,0.12366617559,1299650
TETA,131,0.00390167038547,1299650
KDPE,99,0.00550403578043,1299650
TETD,1,3.1749168092e-05,1299650
SDIA,100,0.0052121550951,1299650
AADA,103,0.00489902942779,1299650
CAT_CHLORAMPHENICOL_ACETYLTRANSFERASE,2052,0.119389867034,1299650
BICYCLOMYCIN_MULTIDRUG_EFFLUX_PROTEIN_BCR,168,0.00530692155137,1299650
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA,1096,0.0502199734877,1299650
TAEA,2,3.860855626e-05,1299650
TET35,2827,0.0958358533584,1299650
TET34,2524,0.205020459117,1299650
TETA_46_,3,6.53789489281e-05,1299650
TETB_46_,4,8.65686659394e-05,1299650
MARA,64,0.00630383482368,1299650
MEL,29,0.000744899372934,1299650
ARNA,202,0.00381699817236,1299650
DFRA15,7,0.000557733793616,1299650
GADW,127,0.00656473088011,1299650
DFRA16,37,0.00294802148054,1299650
FARA,2,6.51519386887e-05,1299650
FARB,1,2.462435478e-05,1299650
PATA,248,0.00675876843704,1299650
PATB,4,0.000128960538435,1299650
DNA_BINDING_TRANSCRIPTIONAL_REGULATOR_GADX,155,0.00707635655247,1299650
CMEB,26,0.000312729305706,1299650
MEF_B_,1,3.05847731742e-05,1299650
MEXX,142,0.00448561226366,1299650
CFXA6,5,0.000188960305563,1299650
CFXA2,4,0.000155877535554,1299650
EVGS,426,0.00445188585566,1299650
MEXI,45,0.000547048348174,1299650
TOLC,7448,0.188218817689,1299650
TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,4990,0.269055040599,1299650
MEXE,17,0.000535657249068,1299650
MEXB,44,0.000526198449371,1299650
ADEJ,1,1.18234142044e-05,1299650
OQXA,1,3.19927678472e-05,1299650
OQXB,6,7.14809841614e-05,1299650
ACRD,332,0.00400486516854,1299650
SMEF,3,7.91719761281e-05,1299650
SMEE,1,1.20280502195e-05,1299650
DHA,1,3.30057314729e-05,1299650
MDTP,240,0.00615205191553,1299650
MACB,255,0.00495316602205,1299650
MACA,141,0.00475415979564,1299650
OMP36,23,0.000767229229999,1299650
SMER,2,0.000109250412474,1299650
PBP_1B,8,0.000121892055817,1299650
ACRS,78,0.00443507015365,1299650
CATB,961,0.0572443548159,1299650
PBP_1A,107,0.00186158752214,1299650
OPRM,2,5.34580009754e-05,1299650
RPOB2,1292,0.0139086493278,1299650
QNRB33,1,5.84540758329e-05,1299650
DNA_BINDING_PROTEIN_H_NS,2263,0.206629611332,1299650
ACRB,837,0.0100481546593,1299650
ACRA,268,0.00840215076985,1299650
ACRF,281,0.0033994945804,1299650
KLEBSIELLA_PNEUMONIAE_OMPK37,65,0.00217405399689,1299650
KLEBSIELLA_PNEUMONIAE_OMPK36,6,0.00020450962771,1299650
BACTERIAL_REGULATORY_PROTEIN_LUXR,89,0.00545743298193,1299650
APH_3____I,5,0.0985899977969,1279435
CAMP_REGULATORY_PROTEIN,10,0.329036557064,1279435
DFRA1,7,0.23912784179,1279435
MSBA,1,0.00921528501744,1279435
FLOR,10,0.132754848519,1279435
SUL2,5,0.0989537985267,1279435
PBP_2X,3,0.0214531835206,1279435
MDTG,1,0.0133415320402,1279435
MDTK,9,0.101834731902,1279435
TETM,4,0.0335730571527,1279435
VIBRIO_CHOLERAE_VARG,7,0.0962642850283,1279435
LMRD,1,0.00810165540808,1279435
CAT_CHLORAMPHENICOL_ACETYLTRANSFERASE,2,0.0498911244665,1279435
RLMA_II_,1,0.0190187797168,1279435
APH_6__I,5,0.100813832334,1279435
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA,1,0.0196457724548,1279435
TOLC,11,0.119184352892,1279435
TET35,4,0.0581387087279,1279435
TET34,2,0.0696531932487,1279435
PBP_1B,4,0.0261305524002,1279435
EMRY,2,0.0209503745318,1279435
CATB,3,0.0766185125736,1279435
PBP_1A,1,0.00745938230897,1279435
TETB_46_,1,0.00927905861618,1279435
RPOB2,2,0.0092311460932,1279435
VIBRIO_CHOLERAE_OMPU,7,0.106960316698,1279435
DNA_BINDING_PROTEIN_H_NS,2,0.0782962902212,1279435
VIBRIO_CHOLERAE_OMPT,9,0.140318787562,1279435
TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,11,0.254294201214,1279435
MEXW,2,0.010536927073,1279435
VIBRIO_CHOLERAE_VARG,2,0.0509971509972,1274897
APH_3____I,12,0.438725490196,1274897
OMPR,5,0.218079922027,1274897
BACA,1,0.0364265364265,1274897
ERMB,1,0.040589569161,1274897
CAMP_REGULATORY_PROTEIN,4,0.244035446489,1274897
ROSA,2,0.0485094850949,1274897
PATA,4,0.0866618252239,1274897
COB_I_ALAMIN_ADENOLSYLTRANSFERASE,2,0.101473922902,1274897
OMPF,2,0.0566635011079,1274897
ROSB,1,0.0183138940045,1274897
CHLORAMPHENICOL_EXPORTER,1,0.0209356725146,1274897
DNA_BINDING_TRANSCRIPTIONAL_REGULATOR_GADX,4,0.145174371452,1274897
DFRA1,4,0.253361641897,1274897
CMEC,8,0.16169828365,1274897
CMEB,26,0.248611111111,1274897
CMEA,6,0.162579473206,1274897
MSBA,1,0.0170866743032,1274897
ESCHERICHIA_COLI_LAMB,5,0.111484803189,1274897
MDTP,5,0.101889799636,1274897
MDTO,4,0.0582397917683,1274897
MEXX,4,0.100448933782,1274897
FLOR,8,0.196919691969,1274897
SDIA,2,0.0828703703704,1274897
VGAC,1,0.130847953216,1274897
SUL2,6,0.220172201722,1274897
UGD,2,0.0512600229095,1274897
MDFA,4,0.0970189701897,1274897
EMRK,3,0.0770887166236,1274897
EPTA,5,0.0908998578103,1274897
MDTE,3,0.0774891774892,1274897
MDTD,3,0.0633404104742,1274897
MDTK,4,0.0839193624004,1274897
